From	To	Species	Gene Name
ATP5A1	Q53XX6	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ATP5A1	Q96HW2	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ATP5A1	Q96IR6	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ATP5A1	Q8IXV2	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ATP5A1	P25705	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ATP5A1	Q9BTV8	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ATP5A1	Q96FB4	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ATP5A1	Q5R546	Pongo abelii	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ATP5A1	P15999	Rattus norvegicus	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ATP5A1	Q6P753	Rattus norvegicus	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ATP5A1	B5DG78	Salmo salar	ATP synthase H+ transporting mitochondrial F1 complex alpha subunit 1
SLC15A3	Q9WU80	Mus musculus	solute carrier family 15, member 3
SLC15A3	Q8BPX9	Mus musculus	solute carrier family 15, member 3
SLC15A3	Q924V4	Rattus norvegicus	solute carrier family 15, member 3
SLC15A3	Q9P2X9	Homo sapiens	solute carrier family 15, member 3
SLC15A3	Q05CH4	Homo sapiens	solute carrier family 15, member 3
SLC15A3	Q8IY34	Homo sapiens	solute carrier family 15, member 3
5033430I15RIK	Q9D3Q2	Mus musculus	RIKEN cDNA 5033430I15 gene
KCNC3	Q6ZSE9	Homo sapiens	potassium voltage-gated channel, Shaw-related subfamily, member 3
KCNC3	Q59H29	Homo sapiens	potassium voltage-gated channel, Shaw-related subfamily, member 3
KCNC3	Q14003	Homo sapiens	potassium voltage-gated channel, Shaw-related subfamily, member 3
KCNC3	Q811T3	Rattus norvegicus	potassium voltage gated channel, Shaw-related subfamily, member 3
KCNC3	Q811T2	Rattus norvegicus	potassium voltage gated channel, Shaw-related subfamily, member 3
KCNC3	Q5PXK5	Rattus norvegicus	potassium voltage gated channel, Shaw-related subfamily, member 3
KCNC3	Q5PXK6	Rattus norvegicus	potassium voltage gated channel, Shaw-related subfamily, member 3
KCNC3	Q01956	Rattus norvegicus	potassium voltage gated channel, Shaw-related subfamily, member 3
KCNC3	Q642Q0	Xenopus laevis	potassium voltage gated channel, Shaw-related subfamily, member 1
KCNC3	Q8HXV1	Oryctolagus cuniculus	potassium voltage-gated channel, Shaw-related subfamily, member 3
KCNC3	Q63959	Mus musculus	potassium voltage gated channel, Shaw-related subfamily, member 3
KCNC3	Q62088	Mus musculus	potassium voltage gated channel, Shaw-related subfamily, member 3
SLC22A15	Q6NUB3	Xenopus laevis	Solute carrier family 22 member 15
SLC22A15	Q8CDR3	Mus musculus	solute carrier family 22 (organic anion/cation transporter), member 15
SLC22A15	A7MCW2	Mus musculus	solute carrier family 22 (organic anion/cation transporter), member 15
SLC22A15	Q504N2	Mus musculus	solute carrier family 22 (organic anion/cation transporter), member 15
SLC22A15	A8MUR3	Homo sapiens	solute carrier family 22, member 15
SLC22A15	Q9NSH5	Homo sapiens	solute carrier family 22, member 15
SLC22A15	Q8TAL9	Homo sapiens	solute carrier family 22, member 15
SLC22A15	Q6UXP5	Homo sapiens	solute carrier family 22, member 15
SLC22A15	Q8IZD6	Homo sapiens	solute carrier family 22, member 15
NT5DC3	Q9NUM7	Homo sapiens	5'-nucleotidase domain containing 3
NT5DC3	Q9P2T3	Homo sapiens	5'-nucleotidase domain containing 3
NT5DC3	Q9P2T2	Homo sapiens	5'-nucleotidase domain containing 3
NT5DC3	Q86UY8	Homo sapiens	5'-nucleotidase domain containing 3
NT5DC3	Q6GN91	Xenopus laevis	MGC82946 protein
NT5DC3	Q692V2	Mus musculus	5'-nucleotidase domain containing 3
NT5DC3	Q3UHB1	Mus musculus	5'-nucleotidase domain containing 3
NT5DC3	Q8BUP4	Mus musculus	5'-nucleotidase domain containing 3
NT5DC3	Q3T9W5	Mus musculus	5'-nucleotidase domain containing 3
NT5DC3	A4IHT9	Xenopus (Silurana) tropicalis	5'-nucleotidase domain-containing protein 3
NT5DC3	A9UMH4	Xenopus (Silurana) tropicalis	5'-nucleotidase domain-containing protein 3
PI4K2B	Q28G26	Xenopus (Silurana) tropicalis	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	Q6DCQ8	Xenopus laevis	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	Q91Z30	Mus musculus	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	Q9D072	Mus musculus	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	Q8CBQ5	Mus musculus	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	Q9D471	Mus musculus	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	Q9NUW2	Homo sapiens	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	Q8TCG2	Homo sapiens	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	A6QLA2	Bos taurus	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	Q5XIL2	Rattus norvegicus	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	Q5ZIK0	Gallus gallus	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	Q49GP5	Danio rerio	zgc:158305
ACSS2	B8XY19	Sus scrofa	acyl-CoA synthetase short-chain family member 2
ACSS2	Q68CU9	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q9NR19	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	A6NE90	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q96EL0	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q9H9U4	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q9NQP7	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q8N238	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q5QPH2	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q96FY7	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q5QPH3	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q9UJ15	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q6DKJ3	Homo sapiens	acyl-CoA synthetase short-chain family member 2
ACSS2	Q6DHN4	Danio rerio	acyl-CoA synthetase short-chain family member 2
ACSS2	B1WC11	Rattus norvegicus	acyl-CoA synthetase short-chain family member 2
ACSS2	A7YWF1	Bos taurus	acyl-CoA synthetase short-chain family member 2
ACSS2	Q19RL8	Bos taurus	acyl-CoA synthetase short-chain family member 2
ACSS2	Q6GQF6	Xenopus laevis	MGC80104 protein
ACSS2	Q9QXG4	Mus musculus	acyl-CoA synthetase short-chain family member 2
ACSS2	Q8C113	Mus musculus	acyl-CoA synthetase short-chain family member 2
ACSS2	Q8BY91	Mus musculus	acyl-CoA synthetase short-chain family member 2
ACSS2	Q8C1A8	Mus musculus	acyl-CoA synthetase short-chain family member 2
ACSS2	Q8C141	Mus musculus	acyl-CoA synthetase short-chain family member 2
ACSS2	Q8BK97	Mus musculus	acyl-CoA synthetase short-chain family member 2
ACSS2	Q8N9U3	Mus musculus	acyl-CoA synthetase short-chain family member 2
IQGAP1	B5DFH1	Rattus norvegicus	IQ motif containing GTPase activating protein 1
IQGAP1	Q7ZT77	Xenopus laevis	IQ motif containing GTPase activating protein 1
IQGAP1	P46940	Homo sapiens	IQ motif containing GTPase activating protein 1
IQGAP1	Q6P1N4	Homo sapiens	IQ motif containing GTPase activating protein 1
IQGAP1	Q96PA3	Homo sapiens	IQ motif containing GTPase activating protein 1
IQGAP1	A7MBM3	Homo sapiens	IQ motif containing GTPase activating protein 1
IQGAP1	Q05DN7	Homo sapiens	IQ motif containing GTPase activating protein 1
IQGAP1	Q5FWG8	Homo sapiens	IQ motif containing GTPase activating protein 1
IQGAP1	Q6ZQK2	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q3TR56	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q8CGH5	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q9JKF1	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q8CC64	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q05CQ4	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q9D408	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q80UW7	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q8CDT3	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q3TPD2	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q3TU98	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q8CDW9	Mus musculus	IQ motif containing GTPase activating protein 1
IQGAP1	Q8BPA6	Mus musculus	IQ motif containing GTPase activating protein 1
CSNK2A2	P19784	Homo sapiens	casein kinase 2, alpha prime polypeptide
CSNK2A2	P20427	Bos taurus	casein kinase 2, alpha prime polypeptide
CSNK2A2	Q9XSK3	Bos taurus	casein kinase 2, alpha prime polypeptide
CSNK2A2	Q9TVB6	Bos taurus	casein kinase 2, alpha prime polypeptide
CSNK2A2	Q66JC2	Xenopus (Silurana) tropicalis	casein kinase 2, alpha prime polypeptide
CSNK2A2	Q8CDH5	Mus musculus	casein kinase 2, alpha prime polypeptide; similar to casein kinase II, alpha prime subunit
CSNK2A2	Q8BPF9	Mus musculus	casein kinase 2, alpha prime polypeptide; similar to casein kinase II, alpha prime subunit
CSNK2A2	Q8CEL6	Mus musculus	casein kinase 2, alpha prime polypeptide; similar to casein kinase II, alpha prime subunit
CSNK2A2	O54833	Mus musculus	casein kinase 2, alpha prime polypeptide; similar to casein kinase II, alpha prime subunit
CSNK2A2	Q545V8	Mus musculus	casein kinase 2, alpha prime polypeptide; similar to casein kinase II, alpha prime subunit
CSNK2A2	B4F7A9	Rattus norvegicus	casein kinase 2, alpha prime polypeptide
CSNK2A2	Q6INF7	Xenopus laevis	hypothetical protein MGC83125
CSNK2A2	P21869	Gallus gallus	casein kinase 2, alpha prime polypeptide
ZFP784	B2RVK6	Mus musculus	zinc finger protein 784
ZFP784	Q8BI69	Mus musculus	zinc finger protein 784
JSRP1	Q2YDF7	Bos taurus	junctional sarcoplasmic reticulum protein 1
JSRP1	Q96MG2	Homo sapiens	junctional sarcoplasmic reticulum protein 1
JSRP1	Q9D755	Mus musculus	junctional sarcoplasmic reticulum protein 1
JSRP1	Q3MI48	Mus musculus	junctional sarcoplasmic reticulum protein 1
SMARCD2	Q66IP7	Xenopus laevis	MGC86299 protein
SMARCD2	O54772	Rattus norvegicus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	O54771	Rattus norvegicus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	Q7L2I6	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	Q92925	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	Q9UHZ1	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	B4DV56	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	Q3TM59	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	B1ARI7	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	B1ARJ6	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	Q3TXH6	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	Q99JR8	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2	Q28BL9	Xenopus (Silurana) tropicalis	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
GCOM1	Q5EB94	Rattus norvegicus	GRINL1A complex locus
GCOM1	A9UM82	Xenopus (Silurana) tropicalis	GRINL1A complex locus protein 1
GCOM1	Q3UIJ9	Mus musculus	GRINL1A complex locus
GCOM1	B2RT00	Mus musculus	GRINL1A complex locus
GCOM1	Q6EF01	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EF00	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EF02	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	P0CAP2	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q96NF5	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6K050	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6K051	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EEV7	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EEV4	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EEV3	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EER8	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q9Y3V6	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6ZQZ3	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EM48	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q8NCF3	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q9BZD3	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q96DI5	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EF46	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	P0CAP1	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q96JB7	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EES4	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q8NC58	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EES2	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6K046	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q53ER8	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
GCOM1	Q6EFN8	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1B; glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A; GRINL1A complex locus
UBXN2A	Q5RB93	Pongo abelii	UBX domain protein 2A
UBXN2A	Q99KJ0	Mus musculus	UBX domain protein 2A; predicted gene 6245
UBXN2A	B8JK44	Mus musculus	UBX domain protein 2A; predicted gene 6245
UBXN2A	Q6GL86	Xenopus (Silurana) tropicalis	UBX domain containing 4
UBXN2A	Q53S92	Homo sapiens	UBX domain protein 2A
UBXN2A	A8K577	Homo sapiens	UBX domain protein 2A
UBXN2A	Q569G8	Homo sapiens	UBX domain protein 2A
UBXN2A	P68543	Homo sapiens	UBX domain protein 2A
MDFIC	Q8BJS3	Mus musculus	MyoD family inhibitor domain containing
MDFIC	Q8BX65	Mus musculus	MyoD family inhibitor domain containing
MDFIC	Q6NXM1	Mus musculus	MyoD family inhibitor domain containing
MDFIC	Q8BM01	Mus musculus	MyoD family inhibitor domain containing
MDFIC	Q3T9H3	Mus musculus	MyoD family inhibitor domain containing
MDFIC	A7E309	Bos taurus	MyoD family inhibitor domain containing
MDFIC	A9RAA4	Papio anubis	MyoD family inhibitor domain containing
MDFIC	Q5IHK1	Gallus gallus	MyoD family inhibitor domain containing; forkhead box P2
MDFIC	Q9P1T7	Homo sapiens	MyoD family inhibitor domain containing
MDFIC	Q9P1T6	Homo sapiens	MyoD family inhibitor domain containing
MDFIC	Q98SK0	Xenopus laevis	I-mfa domain protein XIC
MIOX	Q9UGB7	Homo sapiens	myo-inositol oxygenase
MIOX	Q5S8C9	Homo sapiens	myo-inositol oxygenase
MIOX	Q9BZZ1	Homo sapiens	myo-inositol oxygenase
MIOX	Q05DJ6	Homo sapiens	myo-inositol oxygenase
MIOX	Q9UHB8	Homo sapiens	myo-inositol oxygenase
MIOX	Q68G06	Rattus norvegicus	myo-inositol oxygenase
MIOX	Q5S8C8	Rattus norvegicus	myo-inositol oxygenase
MIOX	Q9QXN4	Rattus norvegicus	myo-inositol oxygenase
MIOX	Q99PN7	Rattus norvegicus	myo-inositol oxygenase
MIOX	Q8WN98	Sus scrofa	myo-inositol oxygenase
MIOX	A7MBE4	Bos taurus	myo-inositol oxygenase
MIOX	Q6DDS7	Xenopus laevis	MGC82300 protein
MIOX	Q5REY9	Pongo abelii	myo-inositol oxygenase
MIOX	Q4V8T0	Danio rerio	zgc:114168
MIOX	Q91WQ8	Mus musculus	myo-inositol oxygenase
MIOX	Q9QXN5	Mus musculus	myo-inositol oxygenase
MIOX	Q5S8D0	Mus musculus	myo-inositol oxygenase
NLRP4B	Q3TS80	Mus musculus	NLR family, pyrin domain containing 4B
NLRP4B	Q8C6J9	Mus musculus	NLR family, pyrin domain containing 4B
NLRP4B	Q66X16	Mus musculus	NLR family, pyrin domain containing 4B
NLRP4B	Q6NY05	Mus musculus	NLR family, pyrin domain containing 4B
ERAS	Q7Z444	Homo sapiens	ES cell expressed Ras
ERAS	Q7TN89	Mus musculus	ES cell-expressed Ras
ERAS	Q0VEC9	Mus musculus	ES cell-expressed Ras
CTDSP2	Q6DFS5	Xenopus (Silurana) tropicalis	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1
